Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic;Keywords,,,,,,,,,,,,;is_advanced;student_accuracy;question_difficulty;topic_difficulty;subtopic_difficulty
972;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.056224155612160515;0.5903614457831325;0.5097799511002445;0.5361949799927246
972;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.056224155612160515;0.5903614457831325;0.5097799511002445;0.5361949799927246
1082;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6285113378136634;0.5903614457831325;0.5097799511002445;0.5361949799927246
1269;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.28112077806080255;0.5903614457831325;0.5097799511002445;0.5361949799927246
1081;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.44461030798240103;0.5903614457831325;0.5097799511002445;0.5361949799927246
378;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.5904436413157343;0.5903614457831325;0.5097799511002445;0.5361949799927246
483;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6743328952631278;0.5903614457831325;0.5097799511002445;0.5361949799927246
483;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6743328952631278;0.5903614457831325;0.5097799511002445;0.5361949799927246
591;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.4448235611026309;0.5903614457831325;0.5097799511002445;0.5361949799927246
1230;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.4108688294734807;0.5903614457831325;0.5097799511002445;0.5361949799927246
1182;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.14435931846365538;0.5903614457831325;0.5097799511002445;0.5361949799927246
1182;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.14435931846365538;0.5903614457831325;0.5097799511002445;0.5361949799927246
1150;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.07094832676228024;0.5903614457831325;0.5097799511002445;0.5361949799927246
1244;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.19216044797440146;0.5903614457831325;0.5097799511002445;0.5361949799927246
509;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6730310828599552;0.5903614457831325;0.5097799511002445;0.5361949799927246
535;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.5969102517450131;0.5903614457831325;0.5097799511002445;0.5361949799927246
1148;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.12322604121869728;0.5903614457831325;0.5097799511002445;0.5361949799927246
1288;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.33788393044207;0.5903614457831325;0.5097799511002445;0.5361949799927246
1179;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6180803605647621;0.5903614457831325;0.5097799511002445;0.5361949799927246
1147;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.33349581190112754;0.5903614457831325;0.5097799511002445;0.5361949799927246
1288;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.33788393044207;0.5903614457831325;0.5097799511002445;0.5361949799927246
1140;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.2570226756273268;0.5903614457831325;0.5097799511002445;0.5361949799927246
1080;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.5953802639849151;0.5903614457831325;0.5097799511002445;0.5361949799927246
966;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.08455059710873665;0.5903614457831325;0.5097799511002445;0.5361949799927246
1130;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6416380602427114;0.5903614457831325;0.5097799511002445;0.5361949799927246
426;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.48353236957888124;0.5903614457831325;0.5097799511002445;0.5361949799927246
426;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.48353236957888124;0.5903614457831325;0.5097799511002445;0.5361949799927246
411;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.20922838022701223;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
1220;Slovenia;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835263589933815;0.5903614457831325;0.5097799511002445;0.5361949799927246
633;Italy;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6835323695788812;0.5903614457831325;0.5097799511002445;0.5361949799927246
1192;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6117745652629374;0.5903614457831325;0.5097799511002445;0.5361949799927246
955;Lithuania;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.22631087747366818;0.5903614457831325;0.5097799511002445;0.5361949799927246
1324;Italy;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.24533219950456614;0.5903614457831325;0.5097799511002445;0.5361949799927246
1308;Italy;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.7224117805513155;0.5903614457831325;0.5097799511002445;0.5361949799927246
1291;Italy;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.25276650858046207;0.5903614457831325;0.5097799511002445;0.5361949799927246
1286;Italy;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.21278094453715946;0.5903614457831325;0.5097799511002445;0.5361949799927246
1300;Italy;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.5647149833196345;0.5903614457831325;0.5097799511002445;0.5361949799927246
1299;Italy;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.6170647391577624;0.5903614457831325;0.5097799511002445;0.5361949799927246
1283;Italy;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.2570226756273268;0.5903614457831325;0.5097799511002445;0.5361949799927246
1333;Portugal;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.3617745652629374;0.5903614457831325;0.5097799511002445;0.5361949799927246
592;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.593477198128361;0.5903614457831325;0.5097799511002445;0.5361949799927246
840;Italy;313;0;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.7281749313573059;0.5903614457831325;0.5097799511002445;0.5361949799927246
840;Italy;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.7281749313573059;0.5903614457831325;0.5097799511002445;0.5361949799927246
1272;Portugal;313;1;Basic;Linear Algebra;Vector Spaces;Span,Linear combination,Subspace,,,,,,,,,,;0;0.528441231929604;0.5903614457831325;0.5097799511002445;0.5361949799927246
71;Portugal;314;0;Basic;Probability ;Probability ;Event,Sample space,,,,,,,,,,,;0;0.5647070896240333;0.33333333333333337;0.625;0.625
451;Portugal;314;1;Basic;Probability ;Probability ;Event,Sample space,,,,,,,,,,,;0;0.4448235611026309;0.33333333333333337;0.625;0.625
80;Lithuania;314;1;Basic;Probability ;Probability ;Event,Sample space,,,,,,,,,,,;0;0.591792982815157;0.33333333333333337;0.625;0.625
1565;Portugal;315;0;Advanced;Integration;Integration Techniques;Integration by parts,,,,,,,,,,,,;1;0.21706473915776242;1.0;0.5555555555555556;0.6126126126126126
913;Ireland;316;0;Basic;Probability ;Probability ;Axioms of probability,Event,Addition, multiplication, and total probability rules,Sample space,,,,,,,;0;0.6009611890010561;1.0;0.625;0.625
1525;Portugal;316;0;Basic;Probability ;Probability ;Axioms of probability,Event,Addition, multiplication, and total probability rules,Sample space,,,,,,,;0;0.0731654619736015;1.0;0.625;0.625
956;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.19905314166379434;0.4257425742574258;0.5097799511002445;0.5361949799927246
956;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.19905314166379434;0.4257425742574258;0.5097799511002445;0.5361949799927246
1143;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.7438959531982788;0.4257425742574258;0.5097799511002445;0.5361949799927246
387;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5442786727976446;0.4257425742574258;0.5097799511002445;0.5361949799927246
984;Romania;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.292661847894406;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1023;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5872407291011942;0.4257425742574258;0.5097799511002445;0.5361949799927246
91;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6329487570035437;0.4257425742574258;0.5097799511002445;0.5361949799927246
91;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6329487570035437;0.4257425742574258;0.5097799511002445;0.5361949799927246
876;Italy;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.48036092852805506;0.4257425742574258;0.5097799511002445;0.5361949799927246
1076;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.35260842237586426;0.4257425742574258;0.5097799511002445;0.5361949799927246
168;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4041650211644038;0.4257425742574258;0.5097799511002445;0.5361949799927246
168;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4041650211644038;0.4257425742574258;0.5097799511002445;0.5361949799927246
750;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.3592805685828942;0.4257425742574258;0.5097799511002445;0.5361949799927246
750;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.3592805685828942;0.4257425742574258;0.5097799511002445;0.5361949799927246
1252;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4154310620189385;0.4257425742574258;0.5097799511002445;0.5361949799927246
1252;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4154310620189385;0.4257425742574258;0.5097799511002445;0.5361949799927246
1252;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4154310620189385;0.4257425742574258;0.5097799511002445;0.5361949799927246
1252;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4154310620189385;0.4257425742574258;0.5097799511002445;0.5361949799927246
967;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6142445995567171;0.4257425742574258;0.5097799511002445;0.5361949799927246
457;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.7453321995045661;0.4257425742574258;0.5097799511002445;0.5361949799927246
483;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6743328952631278;0.4257425742574258;0.5097799511002445;0.5361949799927246
1230;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4108688294734807;0.4257425742574258;0.5097799511002445;0.5361949799927246
1182;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.14435931846365538;0.4257425742574258;0.5097799511002445;0.5361949799927246
1150;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.07094832676228024;0.4257425742574258;0.5097799511002445;0.5361949799927246
376;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.43224619968806016;0.4257425742574258;0.5097799511002445;0.5361949799927246
1241;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5442786727976446;0.4257425742574258;0.5097799511002445;0.5361949799927246
1256;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5532112450717102;0.4257425742574258;0.5097799511002445;0.5361949799927246
1244;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.19216044797440146;0.4257425742574258;0.5097799511002445;0.5361949799927246
1256;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5532112450717102;0.4257425742574258;0.5097799511002445;0.5361949799927246
1256;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5532112450717102;0.4257425742574258;0.5097799511002445;0.5361949799927246
509;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6730310828599552;0.4257425742574258;0.5097799511002445;0.5361949799927246
509;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6730310828599552;0.4257425742574258;0.5097799511002445;0.5361949799927246
394;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5532112450717102;0.4257425742574258;0.5097799511002445;0.5361949799927246
890;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.3527723881616703;0.4257425742574258;0.5097799511002445;0.5361949799927246
375;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5969102517450131;0.4257425742574258;0.5097799511002445;0.5361949799927246
890;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.3527723881616703;0.4257425742574258;0.5097799511002445;0.5361949799927246
1147;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.33349581190112754;0.4257425742574258;0.5097799511002445;0.5361949799927246
1147;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.33349581190112754;0.4257425742574258;0.5097799511002445;0.5361949799927246
1195;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5170647391577624;0.4257425742574258;0.5097799511002445;0.5361949799927246
1148;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.12322604121869728;0.4257425742574258;0.5097799511002445;0.5361949799927246
1288;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.33788393044207;0.4257425742574258;0.5097799511002445;0.5361949799927246
1288;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.33788393044207;0.4257425742574258;0.5097799511002445;0.5361949799927246
1146;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.18592286529762703;0.4257425742574258;0.5097799511002445;0.5361949799927246
1146;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.18592286529762703;0.4257425742574258;0.5097799511002445;0.5361949799927246
1179;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6180803605647621;0.4257425742574258;0.5097799511002445;0.5361949799927246
1350;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6495418306923815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1080;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.5953802639849151;0.4257425742574258;0.5097799511002445;0.5361949799927246
1087;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6845505971087367;0.4257425742574258;0.5097799511002445;0.5361949799927246
986;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.7010389322290828;0.4257425742574258;0.5097799511002445;0.5361949799927246
890;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.3527723881616703;0.4257425742574258;0.5097799511002445;0.5361949799927246
403;Portugal;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.4448235611026309;0.4257425742574258;0.5097799511002445;0.5361949799927246
426;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.48353236957888124;0.4257425742574258;0.5097799511002445;0.5361949799927246
426;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.48353236957888124;0.4257425742574258;0.5097799511002445;0.5361949799927246
411;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.20922838022701223;0.4257425742574258;0.5097799511002445;0.5361949799927246
359;Portugal;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6489516925563438;0.4257425742574258;0.5097799511002445;0.5361949799927246
899;Lithuania;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.3112172637754033;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
1220;Slovenia;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.6835263589933815;0.4257425742574258;0.5097799511002445;0.5361949799927246
851;Italy;317;1;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.34311936682675;0.4257425742574258;0.5097799511002445;0.5361949799927246
955;Lithuania;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.22631087747366818;0.4257425742574258;0.5097799511002445;0.5361949799927246
955;Lithuania;317;0;Basic;Linear Algebra;Vector Spaces;Subspace,Span,Linear combination,,,,,,,,,,;0;0.22631087747366818;0.4257425742574258;0.5097799511002445;0.5361949799927246
